Road Name,Cars Down,Motorcycles Down,Cars Up,Motorcycles Up,People Left,People Right
Road_D,0,0,0,0,0,0
Road_D,1,0,1,0,0,0
Road_D,2,0,4,0,0,0
Road_D,3,0,10,0,0,0
Road_D,4,0,12,0,0,0
Road_D,5,0,14,0,0,0
Road_D,6,0,16,0,0,0
Road_D,7,0,17,0,0,0
Road_D,8,0,17,0,0,0
Road_D,9,0,18,0,0,0
Road_D,10,0,19,0,0,0
